Movie,Review_Title,Review_Author,Review_Date,Review_Rating,Review,Rating,Tokens,Chunks,PCA1,PCA2,Kmean_2,Kmean_3,Kmean_4
The Legend of Bhagat Singh (2002) - IMDb," A Fantastic Bio-pic on an Intriguing Figure, but Not Without Flaws",SURJYAKIRAN10,June/2002,10/10,"The Legend of Bhagat Singh is one of Indian cinema's most ambitious projects to date.  After three years of painstaking research and set construction, veteran film maker Raj Kumar Santoshi and actor Ajay Devgan shot the film in a short stretch of six months.  The film released early due to competition from other films dealing with roughly the same subject.  Overall it's a pretty solid film but one can't help shake the feeling that it could have been a far superior product if it had been worked on for a short while longer.The film tells the entire life story of Indian freedom fighter and martyr Bhagat Singh who, in a nut shell, grew disillusioned with Gandhi's passive movement and lead an independent violent struggle against the British.Colonial India is recreated magnificently in the film and the British atrocities committed are portrayed with aplomb by the director.  One can truly get a sense of how such frustrating conditions could drive youngsters to violence and revolt.  Some of the film's strengths are its hard hitting portrayal of British atrocities, its court scenes and its action scenes.The film's biggest highlight is its lead performer, Indian actor Ajay Devgan.  The actor single handedly manages to uplift even the most dull and unconvincing scenes in the film to a high quality level.  His every expression and mannerism is carefully calculated to maximize his impact on the viewer.  This man can move audiences to tears or wide smiles with just a few short lines and quick glances from his intense eyes.  His work here is par excellence and can easily rival any work done by any grade-A actors the world over.The supporting cast is good as well, with fellow revolutionary Sukhdev (Indian stage actor Sushant Singh) Bhagat Singh's mother (Indian diva Farida Jalal) leaving lasting impressions as well.The last excellent thing about the movie is the music by renowned composer A.R. Rahman.  The music is not as festive as Bollywood movies usually boast, but that's to be expected considering the subject of the film.  The well crafted, soothing ethnic tunes manage to evoke the right emotions without seeming rash and distasteful.The film isn't without its weaknesses, however.  For one, it's obviously a rushed effort.  Segments of the script seem under developed and the impact of certain national tragedies on Bhagat Singh's mindset is never fleshed out as one would want them to be.Also, Bhagat Singh's political ideology (he was a communist, by the way) is never really spelled out for viewers.  Instead, they are left to put together pieces for themselves connecting the dots from dialogs and incidents in the film to really figure out the main character's mindset and view points.The second half of the film moves at an awkward pace, sometimes lingering on minute details and other times racing ahead and skipping crucial events (which are referenced in later dialog).  Finally, for a film that remains very objective in presenting most events, viewers will be surprised by a very negative portrayal of Mahatma Gandhi and India's first Prime Minister Nehru.  This angle of the film stuck out like a sore thumb to say the least.For all its faults however, Legend of Bhagat Singh has plenty of strengths to make it a superb film.  It tells a great story with style and conviction. It has wonderful performances including one of finest performances ever in Indian cinema by Devgan.  It has great action, moving drama, soothing music, and is (overall) a thoroughly rewarding and entertaining experience.  It comes highly recommended by me.",1,"[legend, bhagat, singh, one, indian, cinema, ambitious, project, date, three, year, painstaking, research, set, construction, veteran, film, maker, raj, kumar, santoshi, actor, ajay, devgan, shot, film, short, stretch, six, month, film, release, early, due, competition, film, deal, roughly, subject, overall, pretty, solid, film, one, help, shake, feel, could, far, superior, product, work, short, film, tell, entire, life, story, indian, freedom, fighter, martyr, bhagat, singh, nut, grow, disillusion, gandhi, passive, movement, lead, independent, violent, struggle, india, recreate, magnificently, film, british, atrocity, commit, portrayed, aplomb, director, one, truly, get, sense, frustrate, condition, could, drive, youngster, violence, revolt, film, strength, hard, hit, portrayal, ...]","[the legend, of, bhagat singh, is, of, indian cinema, most ambitious projects, to, date, after, three years, of, painstaking research, set, construction, veteran film maker raj kumar santoshi and actor, ajay devgan, shot, the film, in, a short stretch, of, six months, the film, released, early due, to, competition, from, other films, dealing, with, roughly, the same subject, overall it, is, a pretty solid film, one, cannot help, shake the feeling, that, it, could have been, a far superior product, if, it, had been worked, on for, a short, while, longer.the film, tells, the entire life story, of, indian freedom fighter and martyr bhagat singh, in, a nut she, will, grew disillusioned, with, gandhi, passive movement, lead, an independent violent struggle, against, the british.colonial india, is recreated, magnificently, in, the film, the british atrocities, committed are portrayed, with, aplomb, by, the director, one, can truly get, a sense, of, how, such frustrating conditions, could drive, youngsters, to, violence, revolt, some of, the film, strengths, are, its hard hitting portrayal, of, british atrocities, its court scenes and its action, scenes.the film, biggest highlight, is, its lead performer, indian actor ajay devgan, ...]",-0.20187860642307784,0.0043002637984387755,1,1,1
The Legend of Hercules (2014) - IMDb, A WONDERFUL Criticism Of Traditional Movie-Making,Astyan24,March/2014,10/10,"Oh boy. What a ride, so much greatness. Ed Wood would be proud.The Legend of Hercules. This caustic comedy doesn't start at the minute 0 of the movie. The movie in itself is just the tip of the iceberg, to fully understand all the implications and subtlety of this story you have to be familiar with the background. This is NOT an easy movie. Just like Citizen Kane it's a movie you need to DESERVE, as it will not give itself to you too easily.It all starts in a rocking chair next to a swimming-pool. Summer is shining, life is good, whiskey's on the rocks. Some old guy with sun glasses is on the phone, talking while playing Candy Crush.""I'm telling you, people want a gladiator movie. Just like Gladiator, something like that! (Sweet.) Just freaking do something like the series Spartacus, or Rome, I don't (Tasty!) give a damn. I want the script in one week. (Sugar crush.)""One week later 10 screenwriters come up with 10 different scripts. For a movie 10 times better, the guy in the rocking chair decides the movie will be a blend of the 10 scripts.He puts 70 million dollars on the table.The movie is now shot and it's kind of very bad, just how it was supposed to be. It doesn't matter anyway because people just have to go to the cinema once, it's alright if they don't like it and don't come a second time! HA!Worried, some guy calls the money-guy in the rocking chair.""-Hey, I've been thinking, we should use a famous name from the mythology in the title! It will bring more people!-Asklepios?-Eeeehhh, well to be honest I was thinking Hercules...-Oh, alright then.""And so The Legend Of Hercules was born. This movie is not a story, it's money invested and hope for a return. If you make a bad movie but you hit some landmarks: Hercules, mythology, gladiators, somewhat-famous actors, then you'll probably make money.You have to understand the true, deep nature of this movie. The Legend of Hercules is a cry for help, a poetry, a game-changer. The actual purpose of this movie is to impact the global industry, to make producers realize that, no, bad movies actually DON'T WORK, and they are not easy money.A simple, honest, gladiator movie with no fake big name like Hercules, with no fake romance, with just a guy fighting and living in the roman empire would have made more money. It is time to leave the path of using the same recipe over and over again. This is the one and only message this movie conveys, successfully.I hope you'll appreciate The Legend of Hercules as fully as I did.",1,"[oh, boy, ride, much, greatness, ed, wood, would, legend, hercules, caustic, comedy, start, minute, movie, movie, tip, iceberg, fully, understand, implication, subtlety, story, familiar, background, easy, movie, like, citizen, kane, movie, need, deserve, give, start, rock, chair, next, summer, shin, life, good, whiskey, rock, old, guy, sun, glass, phone, talk, play, candy, crush, tell, people, want, gladiator, movie, like, gladiator, something, like, sweet, freak, something, like, series, spartacus, rome, tasty, give, damn, want, script, one, week, sugar, crush, one, week, later, screenwriter, come, different, script, movie, time, better, guy, rock, chair, decides, movie, blend, put, million, dollar, movie, shot, kind, ...]","[boy, ride, so much greatness, ed, wood, would be, proud.the legend, of, hercules, this caustic comedy, does not start, at, the minute, of, the movie, the movie, in, itself, is, just, the tip, of, the iceberg, to, fully understand, all the implications, subtlety, of, this story you, have, to, be, familiar, with, the background, is, not, an easy movie, just, like, citizen kane it, is, a movie you, need, to, deserve, as, it, will not give, itself, to, you, too easily.it, starts, in, a rocking chair, next, to, a swimming-pool, summer, is shining, life, is, good, whiskey, 's, on, the rocks, some old guy, with, sun glasses, is, on, the phone, talking, while, playing, candy, am telling, you, people, want, a gladiator movie, just, like, gladiator, something, like, that, sweet, just freaking do something, like, the series, spartacus, rome, i, do, not, tasty, give, ...]",0.1732386594807127,0.021957628612953226,0,2,2
The Legend of Hercules (2014) - IMDb, The Gods are not pleased...,rileyjustin30612,January/2014,1/10,"The Legend of Hercules is one of two Hercules movies in 2014, the other one is set for release in July starring Dwayne Johnson and Directed by Brett Ratner. And I gotta say, after seeing this movie, I'm really looking forward to the Brett Ratner version, and that's saying something. Where do I begin? The acting is hilariously awful (Kellan Lutz and the villains especially). The romance is laughable. The fight scenes are a total rip off of 300 and Gladiator, with obnoxious slow-mo being used every 10 seconds. And for a movie with a budget of $70 million, it looks cheap.The Legend of Hercules has some of the worst production values I've ever seen in a film. The costumes look noticeably cheap, The props are low rent, The green screen effects are amateurish. The 3D conversion is even worse. And the CGI looks worse than an Asylum movie.Final Verdict: Unless you're watching for a cheap laugh, you should avoid this stinker like the plague.",0,"[legend, hercules, one, two, hercules, movie, one, set, release, july, star, dwayne, johnson, direct, brett, ratner, get, say, see, movie, really, look, forward, brett, ratner, version, say, something, begin, act, hilariously, awful, kellan, lutz, villain, especially, romance, laughable, fight, scene, total, rip, gladiator, obnoxious, use, every, second, movie, budget, million, look, legend, hercules, bad, production, value, ever, see, film, costume, look, noticeably, cheap, prop, low, rent, green, screen, effect, amateurish, conversion, even, bad, cgi, look, bad, asylum, verdict, unless, watch, cheap, laugh, avoid, stinker, like, plague]","[the legend, of, hercules, is, of, two hercules movies, in, other, is set, for, release, in, july starring, dwayne johnson, directed, by, brett ratner, i, got, to, say, after, seeing, this movie, i, am really looking, forward, to, the brett ratner version, is saying, something, where, do i begin, acting is, hilariously awful, kellan lutz and the villains, especially, the romance, is, laughable, the fight scenes, are, a total rip, off of, 300 and gladiator, with, obnoxious slow-mo being, used, every 10 seconds, for, a movie, with, a budget, of, it, looks, cheap.the legend, of, hercules, has, some of, the worst production values, i have ever seen, in, a film, the costumes, look, noticeably cheap, the props, are, low rent, the green screen effects, are, amateurish, the 3d conversion, is, even worse, the cgi, looks, worse, than, an asylum, movie.final verdict, unless, you, are watching, for, a cheap laugh, you, should avoid, this stinker, like, the plague]",0.09983679608287485,0.021387658619686785,0,2,2
The Marine (2006) - IMDb, Legendary,Jimmyp8913,October/2009,6/10,"This film has everything! Explosions, humour, cheesy lines, hot women and an enjoyable plot. This was not intended to be a big budget box office film, it delivers what it is meant to. If you are a fan of cheesy Arnie films from the 80s then this is the film for you. You certainly learn a lot from watching The Marine;John Cena is bulletproofJohn Cena is like 'The Terminator'South Carolina has Alligators not CrocodilesJohn Cena can take on a whole Taliban base by himselfSouth Carolina possesses fridges that can chill beers instantlyIn the world of John Cena, everything blows upJohn Cena has the ability to jump 3 metres high, impressiveRobert Patrick wants cable",1,"[film, everything, explosion, humour, cheesy, line, hot, woman, enjoyable, plot, intend, big, budget, box, office, film, delivers, meant, fan, cheesy, arnie, film, film, certainly, learn, lot, watch, marine, john, cena, bulletproofjohn, cena, like, carolina, alligator, crocodilesjohn, cena, take, whole, taliban, base, himselfsouth, carolina, posse, fridge, chill, beer, instantlyin, world, john, cena, everything, blow, upjohn, cena, ability, jump, metre, high, impressiverobert, patrick, want, cable]","[this film, has, everything, explosions, humour, cheesy lines, hot women, an enjoyable plot, was not intended, to, be, a big budget box office film, it, delivers, it, is meant, to, if, you, are, a fan, of, cheesy arnie films, from, then, is, the film, for, you, you, certainly learn, a lot, from, watching, the marine;john cena, is bulletproofjohn, cena, is, like, ', the terminator, south carolina, has, alligators not crocodilesjohn cena, can take, on, a whole taliban base, by, himselfsouth carolina, possesses, fridges, can chill, beers, instantlyin, the world, of, john cena, everything blows, upjohn cena has, the ability, to, jump, 3 metres, high, impressiverobert patrick, wants, cable]",-0.10626023686873727,-0.03287152593332892,1,1,1
The Marine (2006) - IMDb, Thank you Kelly Carlson,FatandUgly16,December/2009,5/10,"I saw this movie on TV and it left me in a state of confusion. I simply could not understand why the people making this movie, made so many misstakes. And what was up with those opening scenes? I got Rambo flashbacks during that. I consider myself to be within the target audience, boys who like action movies with guns, babes, car chases, fights and so on. The problem with this movie IMO is that it underestimates its audience. Just because we like action movies, does not mean we like movies with just action scenes. Nor does it mean that you do not have to make any sense.10 years ago i would have thought that this movie was tha bombe. I would have thought that it was cool. However this is not 1999, it's 2009 (yes, i know the movie is from 2006). After all the things that have happened in the last couple of years, you simply can not show such unbelievable stuff as getting shot at a 120 times from 3-10 meters away during a car chase and not get hit once (outside the Matrix of course).This movie made me doubt myself. Have i learned so much about combat tactics, guns and ammo, warfare, law enforcement, crime and human frailty (from watching Discovery Channel and National Geographic) that i am simply incapable of enjoying a simple action movie? After thinking a lot about that i concluded that the answer is yes. Yes, i know to much to enjoy a simple action movie. And The Marine is about as simple as it gets. A bit more work on the script to make it more logical and coherent and this movie would have scored at least 1 more point (probably 2). I know the marines are tough guys, but i also know marines are not dumb. Stubborn yes, but not dumb. The marine in The Marine is tough and dumb.The Marine is fun to watch, but only when you have nothing else to do. If you need to kill some time, then The Marine will kill it. And you will watch it all the way to the end because of Kelly Carlson. If you are a man you want her to be your lover or hostage. If you are a strait woman or gay man, Kelly Carlson's hair will make you go ""oh wow, look at that, that is hot"". But remember, if you want to enjoy it for more than Kelly Carlson, dumb yourself down a bit.I gave this movie 5 stars. 1 for Kelly Carlson and her hair, 1 for Robert Patrick and his lines, 1 for the guns, fights and explosions, 1 for the cat-fight and 1 for giving me hope that one day someone will give me a multimillion dollar budget to make my own action movie.",0,"[saw, movie, tv, left, state, confusion, simply, could, understand, people, make, movie, make, many, misstakes, opening, scene, get, rambo, flashback, consider, within, target, audience, boy, like, action, movie, gun, babe, car, chase, fight, problem, movie, imo, underestimate, audience, like, action, movie, mean, like, movie, action, scene, mean, make, year, ago, would, thought, movie, tha, bombe, would, thought, cool, however, yes, know, movie, thing, happen, last, couple, year, simply, show, unbelievable, stuff, get, shot, time, meter, away, car, chase, get, hit, outside, matrix, course, movie, make, doubt, learn, much, combat, tactic, gun, ammo, warfare, law, enforcement, crime, human, frailty, watch, discovery, ...]","[i, saw, this movie, on, tv and it, left, me, in, a state, of, confusion, i, simply could not understand, why, the people, making, this movie, made, so many misstakes, was, up with, those opening scenes, i, got, rambo flashbacks, during, that, i consider myself, to, be, within, the target audience, boys, like, action movies, with, guns, babes, car chases, fights, so on, the problem, with, this movie imo, is, that, it, underestimates, its audience, just, because, we, like, action movies, does not mean, we, like, movies, with, just action scenes, does, it, mean, that, you, do not have, to, make, any sense.10 years, ago i, would have thought, that, this movie, was tha, bombe, i, would have thought, that, it, was, cool, however, is, not, it, is, i know the movie, is, from, after, all the things, have happened, in, the last couple, of, years, you, simply, can, not, ...]",0.16306037396830547,0.045282207636387024,0,2,2
The Matrix (1999) - IMDb, Welcome to the Real World.,notoriousCASK11,April/2018,10/10,"Without a doubt one of the best and most influential movies of all time, the Matrix is the defining science fiction film of the 1990's and the biggest leap the genre has taken since Stanley Kubrick's 2001: a Space Odyssey and Ridley Scott's Blade Runner. The Matrix is a ground-breaking motion picture that not only raised the bar for all the science-fiction films to come after it but also redefined the action genre with its thrilling action sequences and revolutionary visual effects.The film tells the story of Thomas Anderson a computer hacker that in the world of hacking goes by the alias of Neo. When he is contacted by the mysterious outlaw Morpheus and having always questioned his reality, he is awakened to the truth that the world he's been living in is a simulated reality called the Matrix and that he's nothing more than a slave in this dystopian world, created and controlled by A.I powered machines.The direction and script by the Wachowskis is fantastic, as they drew ideas and inspirations from every other great sci-fi and cyberpunk movie and anime before the film, combining it with stunning action and putting it into one picture that has enough style, substance and subtext that everyone ended up giving their own interpretation of the story. The research that went into the preparation of the screenplay is quite extensive but the manner in which it is presented on the big screen is also very impressive. Every character presented on the film, has a well-defined arc and a purpose, and their motivations are clear.The cinematography is impeccable. It was very innovative in the use of the camera angles and movements, the zooms, the slow motion captures and the different color palette used to differentiate the Matrix and the real World. The editing is flawless, as it makes sure that every scene is integral to the story and ensures the pace of the film stays ferocious through its entire runtime. Each frame is also packed with so much visual information for the viewer to devour. The visual effects introduced us to the bullet-time effect and their impact can still be felt in today's movies. The performances are also incredible. Each member of the cast gave their best performances and brought the characters they portray to life, but the one that stands out the most is Hugo Weaving's disciplined rendition of his character, Agent Smith; a powerful computer program made to search and destroy the human rebellion, in undoubtedly the greatest performance in his career.In conclusion The Matrix is a masterpiece everyone should see. It is one of the most thought provoking, inventive, pioneering, influential and stylish movies of all time and it's also full of philosophical and religious allegories waiting for interpretation. Immortal for its contribution to cinema and pop culture, its brilliant combination of inventive visual effects, excellent vision and exquisite action easily makes it one of the best, most influential and most entertaining movies ever made.",1,"[without, doubt, one, best, influential, movie, time, matrix, define, science, fiction, film, big, leap, genre, take, since, stanley, kubrick, space, odyssey, ridley, scott, blade, runner, matrix, motion, picture, raise, bar, film, come, also, redefine, action, genre, thrill, action, sequence, revolutionary, visual, film, tell, story, thomas, anderson, computer, hacker, world, hack, go, alias, neo, contact, mysterious, outlaw, morpheus, always, question, reality, awaken, truth, world, living, simulated, reality, call, matrix, nothing, slave, dystopian, world, create, control, power, direction, script, wachowskis, fantastic, drew, idea, inspiration, every, great, cyberpunk, movie, anime, film, combine, stun, action, put, one, picture, enough, style, substance, subtext, everyone, end, ...]","[without, a doubt, of, best and, most influential movies, of, all time, the matrix, is, the defining science fiction film, of, 's, biggest, leap, the genre, has taken, since, stanley kubrick, a space odyssey, ridley scott, blade runner, the matrix, is, a ground-breaking motion picture, that, not only raised, the bar, for, all the science-fiction films, to, come, after, it, also redefined, the action genre, with, its thrilling action sequences, revolutionary visual effects.the film, tells, the story, of, thomas, anderson, a computer hacker, that in, the world, of, hacking, goes, by, the alias, of, neo, when, he, is contacted, by, the mysterious outlaw, morpheus, having always questioned, his reality, he, is awakened, to, the truth, that, the world he, is been living, is, simulated, reality, called, the matrix, that, he, is nothing, more, than, a slave, in, this dystopian world, created, controlled, by, powered, machines.the direction, script, by, the wachowskis, is, fantastic, as, they, drew, ideas and inspirations, from, every other great sci-fi, cyberpunk movie, anime, before, ...]",-0.0746678331173556,-0.021359061920026994,1,1,1
The Mountain II (2016) - IMDb, Best Turkish Movie Has Ever Made !,misiribrahim105,November/2016,10/10,"I've seen the movie just a bit earlier and although my expectations were very high, this movie satisfied me very well. As we already know Turkish movie sector has lack of visual effects. That is actually the reason behind why we usually don't enjoy Turkish Action kind of films. But in this movie we see lots of great examples of best visual effects. And also it has its own realistic scenes as well. The connection between soldiers were so great, enthusiastic and natural. Also the connection between the first movie with this one was great so this movie actually deserves its rate. Besides from good visual and sound effects the movie has also its own story-line which was perfect. As I mentioned before even though my expectations were really high this movie is even beyond my expectations. Thanks for letting us joy this kind of masterpiece Mr. Alper Caglar.",1,"[see, movie, bit, earlier, although, expectation, high, movie, satisfied, well, already, know, turkish, movie, sector, lack, visual, effect, actually, reason, behind, usually, enjoy, turkish, action, kind, film, movie, see, lot, great, example, best, visual, effect, also, realistic, scene, well, connection, soldier, great, enthusiastic, natural, also, connection, first, movie, one, great, movie, actually, deserves, rate, besides, good, visual, sound, effect, movie, also, perfect, mention, even, though, expectation, really, high, movie, even, beyond, expectation, thanks, let, us, joy, kind, masterpiece, alper, caglar]","[i, have seen, the movie, just, a bit, earlier, although, my expectations, were, very high, this movie, satisfied, me, very well, as, we, already know, turkish movie sector, has, lack, of, visual effects, is, actually, the reason, behind, why, we, usually do not enjoy, turkish action kind, of, films, in, this movie we, see, lots, of, great examples, of, best visual effects, also, it, has, its own realistic scenes, as, well, the connection, between, soldiers, were, so great, enthusiastic and natural, also, the connection, between, the first movie, with, was, great, so, this movie, actually deserves, its rate, besides from, good visual, sound, effects, the movie, has, also, its, own story-line, was, perfect, as, i, mentioned, before, even, though, my expectations, were really high, this movie, is, even, beyond, my expectations, thanks, for, letting, us, joy, this kind, of, masterpiece mr, alper, caglar]",0.134632610833563,0.0028239705429433017,0,2,2
The Mountain II (2016) - IMDb, Seriously..,ano-7890429,May/2018,1/10,"Could be me, but this must be a new record of fake reviews. It's just not a good movie, it's not horrible, but it's just meh. Boring mostly. Just don't go by the score, it's done by fake reviews.",0,"[could, must, new, record, fake, review, good, movie, horrible, meh, boring, mostly, go, score, do, fake, review]","[could be, me, must be, a new record, of, fake reviews, it, is, just not, a good movie, it, is, not horrible, it, is, just meh, boring, mostly, just do not go, by, the score, it, is done, by, fake reviews]",0.05494377333360211,-0.0874963773388015,0,0,0
The Musketeer (2001) - IMDb, The Good & Bad Of 'The Muskateer',ccthemovieman-12,November/2006,6/10,"The star of the show is Justin Chambers and he gets incidental billing which is ridiculous despite his lack of acting skills. More good and bad news:BAD - Having a weak lead actor is not the way to have box-office success. Stupid dialog doesn't help either, along with the Rambo action mentality in which the good guy doesn't get hit from close range.GOOD - Some of the action scenes were spectacular, the best swordplay I've ever seen. The ones at the beginning and the end of the film were the best, with some incredible stunt work. This is beautifully photographed, too. Tim Roth was a good villain, as usual, and the heroes - even if they couldn't act - were fun to watch. The language is tame in here and the film should be rated PG, not PG- 13.",1,"[star, show, justin, chamber, get, incidental, billing, ridiculous, despite, lack, act, skill, good, bad, news, bad, weak, lead, actor, way, success, stupid, dialog, help, either, along, rambo, action, mentality, good, guy, get, hit, close, action, scene, spectacular, best, swordplay, ever, see, one, begin, end, film, best, incredible, stunt, work, beautifully, photograph, tim, roth, good, villain, usual, hero, even, could, act, fun, watch, language, tame, film, rat, pg]","[the star, of, the show, is justin, chambers and he, gets, incidental billing, is, ridiculous, despite, his lack, of, acting, skills, more good and, bad news:bad, having, a weak lead actor, is, not, the way, to, have, box-office success, stupid dialog, does not help, along with, the rambo action mentality, in, which the good guy, does not get hit, from, close, range.good, some of, the action scenes, were, spectacular, the best swordplay i, have ever seen, the ones, at, beginning, the end, of, the film, were, best, with, some incredible stunt work, is beautifully photographed, too, tim, roth, was, a good villain, as, usual, the heroes, even, if, they, could, not, act, were, fun, to, watch, the language, is, tame, in, here, the film, should be rated, pg, not pg]",-0.046543085095832486,0.013870389739838224,1,1,1
The Musketeer (2001) - IMDb, Has its highs and lows,bulldawg81107,April/2006,5/10,"This is a movie that really doesn't know what it is. For one thing, it seems to try and hang on to some parts of the story by Dumas, and yet it also is an entirely different story. Seemingly, the only real similarities are the names of the characters. This movie would be much more effective if it was entirely its own story, and not using the names of the famous characters. The reason? This movie totally dashes the names of those characters.The most unsettling part for me was the fact that the Three Musketeers are nothing like themselves. Porthos is not the least bit arrogant or over-the-top. Aramis isn't religious at all. And Athos does not even remotely resemble the character in the book. Sadly, Justin Chambers makes a better d'Artagnan than Chris O' Donnell, but only because he doesn't do any acting at all, which is better than the profuse overacting of O' Donnell. And Stephen Rea is a good actor, but his character isn't remotely as menacing as Richelieu should be.With all of that said, if you just view it as a movie, and try to block the actual story out of your mind, it can be entertaining. The fight scenes are very well done, and the pacing keeps the viewer interested. Perhaps this movie could have been really good if it was about the story of a musketeer NOT named d'Artagnan, and his unique adventure. But since it tries to be an interpretation of Dumas, it falls miserably short. As a movie, it is so-so, but as far as an interpretation of the famous story, it is absolutely terrible.",0,"[movie, really, know, one, thing, seems, try, hang, part, story, duma, yet, also, entirely, different, story, seemingly, real, similarity, name, character, movie, would, much, effective, entirely, story, use, name, famous, character, reason, movie, totally, dash, name, unsettle, part, fact, three, musketeer, nothing, like, porthos, least, bit, arrogant, aramis, religious, athos, even, remotely, resemble, character, book, sadly, justin, chamber, make, better, chris, donnell, act, better, profuse, overact, donnell, stephen, rea, good, actor, character, remotely, menace, richelieu, say, view, movie, try, block, actual, story, mind, entertain, fight, scene, well, do, pace, keep, viewer, interested, perhaps, movie, could, really, good, story, musketeer, name, ...]","[is, a movie, really does not know, it, is, for, one thing, it, seems, to, try, hang, on to, some parts, of, the story, by, dumas, yet, it, also is, an entirely different story, seemingly, the only real similarities, are, the names, of, the characters, this movie, would be, much more effective, if, it, was, entirely, its, own story, not using, the names, of, the famous characters, the reason, this movie, totally, dashes, the names, of, those characters.the most unsettling part, for, me, was, the fact, that, the three musketeers, are, nothing, like, themselves, porthos, is, not, the least bit, arrogant or over-the-top, aramis, is, not religious, at, athos, does not even remotely resemble, the character, in, the book, sadly, justin chambers, makes, a better d'artagnan, than, chris, o, donnell, only, because, he, does not do, any acting, at, is, better, than, the profuse overacting, of o, donnell, stephen rea is, a good actor, his character, is, not remotely as menacing, as, richelieu, should be.with, ...]",0.07181409187081242,-0.05068505151909376,0,0,0
The Next Karate Kid (1994) - IMDb, Harmless fun,aromatic-28,January/2001,6/10,"This is one of those harmless sequels that seems to draw unnecessary ire. This is a ""rip-off"" sequel, but the cast plays it well, and it's true to its formula.  Michael Ironside is a fine villain.  And Hillary Swank, who went on to win a Best Actress Oscar, shows sparkle and potential in the lead. There are many worse movies to rent to watch with your niece.  My score -- 6/10.",1,"[one, harmless, sequel, seems, draw, unnecessary, ire, sequel, cast, play, well, true, formula, michael, ironside, fine, villain, hillary, swank, go, win, best, actress, oscar, show, sparkle, potential, lead, many, bad, movie, rent, watch, niece, score]","[is, of, those harmless sequels, seems, to, draw, unnecessary ire, is, rip-off, sequel, the cast, plays, it, well, it, is, true, to, its formula, michael ironside, is, a fine villain, hillary swank, went on, to, win, a best actress oscar, shows, sparkle, potential, in, lead, are, many worse movies, to, rent, to, watch, with, your niece, my score]",-0.0012348436194236565,-0.08350497811405574,1,0,0
The Next Karate Kid (1994) - IMDb, Give Me a Break,jana_obrien12,June/2011,2/10,"I cant believe that some people gave this such high marks! First off, I have a hard time believing that this group of thugs would be allowed to go around tormenting students, and sexually harassing girls. The principal OVERHEARS the head thug bullying Julie into meeting him ""at the docks...most girls have to BEG me for an invitation, and you're turning Me down?!?!"" Yet, even though he OVERHEARS this and SEES the girl trying to pull herself away from this dork, the Principal STILL sends HER to the office?!? Yea, right. You cant tell me she is the FIRST girl he has tormented, and you cant tell me that no girls went home and told their parents.It appears that the football coach (?) has his own private gang/ army and he allows them, encourages even, to torture others. He says ""If a student throws a piece of paper on the floor, you make them eat it"" Yea, RIGHT! This gang walks the halls together, dressed like a bunch of 1950 throw-back thugs, in their tight jeans and tight, matching black t-shirts, and black leather belts. GET REAL! And apparently, they also have the right to wander the halls of the school in the middle of the night. No parent would put up with this crap going on in their child's school. If MY kid came home, told me this crap was going on, you can bet Id be on the phone with state superintendent.The coach (?) beats up his students outside, on the field, in broad daylight. This is okay? My FAVORITE, though, was the coach telling his ""gang"" to blow up that dudes car.This whole thing was a joke. The thug busts out the guys windows on prom night and says ""MEET ME AT THE DOCKS"" OK, see, Id go inside Julies house, pick up the phone, call the cops and SAY"" Some crazy dude in a jeep just busted out my windows and told me to meet him at the docks if I was brave enough"" Then, let the cops go to the docks and find his jeep, and arrest his butt. This movie was just lame.",0,"[believe, people, give, high, mark, first, hard, time, believe, group, thug, would, allow, go, around, torment, student, sexually, harass, girl, principal, overhears, head, thug, bullying, julie, meeting, dock, girl, beg, invitation, turn, yet, even, though, overhears, see, girl, try, pull, away, dork, principal, still, sends, office, yea, right, tell, first, girl, torment, tell, girl, go, home, told, appears, football, coach, private, army, allows, encourages, even, torture, others, say, student, throw, piece, paper, floor, make, eat, yea, right, gang, walk, hall, together, dress, like, bunch, thug, tight, jean, tight, match, black, black, leather, belt, get, real, apparently, also, right, wander, hall, ...]","[i, cannot believe, that, some people, gave, this such high marks, first, off, i, have, a hard time, believing, that, this group, of, thugs, would be allowed, to, go, around, tormenting, students, sexually harassing, girls, the principal, overhears, the head thug, bullying, julie, into, meeting him, at, the docks...most girls, have, to, beg, me, for, an invitation, you, are turning, me, down, yet, even, though, he, overhears, sees, the girl, trying, to, pull, herself, away, from, this dork, principal, still sends, her, to, the office, yea, right, you, cannot tell, me she, is, the first girl he, has tormented, you, cannot tell, me, that, no girls, went, home, told, their parents.it, appears, that, the football coach, has, his own private gang/ army, he, allows, them, encourages, even, to, torture, others, he, says, if, a student, throws, a piece, of, paper, ...]",-0.02597349569295446,-0.1090861059636181,1,0,0
